apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1994.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,6d824f04fb8979d5823cd1fbb67c733f6c9da872,2023-09-13 09:24:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,158697
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-12-20,1993.0,HONDURAS,Female,SEATTLE NON-DETAINED DOCKET,c2e877b2656428d1dea2ef7910069d6801df1cca,2023-09-13 10:04:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,283272
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1994.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,15e0808155bda490cd9ffef258401038d587f2a5,2023-09-13 10:07:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,31786
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2020.0,HONDURAS,Female,SEATTLE NON-DETAINED DOCKET,324100c26c9dc24f2ad08a427ae40c31509f2abe,2023-09-13 10:17:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,72972
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2013.0,HONDURAS,Male,SEATTLE NON-DETAINED DOCKET,be96fd8604a64a30351cc0b6778bac8b51ebc112,2023-09-13 10:25:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,276936
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1981.0,ANGOLA,Male,SEATTLE NON-DETAINED DOCKET,a5131839f78ad670af8c3bc900da2abb4694affe,2023-09-13 10:56:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,239709
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2004.0,DEM REP OF THE CONGO,Male,SEATTLE NON-DETAINED DOCKET,dcb3ccdb606976ce6fc082e8f309b14ef165a443,2023-09-13 11:12:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,320609
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1965.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,7e21531b8625b5e5f165849d7912adeb2e3b3f67,2023-09-13 11:59:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,183111
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-17,MEXICO,YES,2024-02-27,1977.0,MEXICO,Male,Richland CAP,7a2d9c7d5c71d39bc637f0a1dd2d7724535b3a99,2023-09-13 12:16:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,177515
2023-09-13,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-10-03,MEXICO,YES,2023-09-21,1985.0,MEXICO,Male,SEA CAP,b8e2bd22599ca494fd6a137d973e1a8d2f5127b4,2023-09-13 12:29:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,268463
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,23047560bcf86cb3e06fa87deeccc21963befd2a,2023-09-13 13:32:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,50883
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,7dae1775e6b39fe4a20fefdebb0cb75413ec7c8e,2023-09-13 13:44:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,182451
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1981.0,AFGHANISTAN,Male,SEATTLE NON-DETAINED DOCKET,f28c62bfa62884cad2d0e85fc5078f9e82cae8b9,2023-09-13 14:02:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,352081
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2021-08-25,1991.0,HONDURAS,Male,SEATTLE NON-DETAINED DOCKET,9d94b53473463d58e96a071363c805a162a47233,2023-09-13 14:38:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,228771
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8K] Expedited Removal Terminated due to Credible Fear Finding / NTA Issued,,,NO,,1979.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,9e45a4c68f26a61e2f8bb66f34aa2b9fcfd6d39e,2023-09-13 14:39:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,229722
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1966.0,ANGOLA,Female,SEATTLE NON-DETAINED DOCKET,88f724fa9a964eaada0951edbf4402b852ee95e8,2023-09-13 15:19:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,198798
2023-09-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2013.0,BRAZIL,Female,SEATTLE NON-DETAINED DOCKET,3d3b187ed66f9ce50aff9595ced9f20d9dbe197d,2023-09-13 15:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,88848
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1973.0,PERU,Male,SEATTLE NON-DETAINED DOCKET,34b47fac593692426af37f50303a22ebc9cadfc8,2023-09-14 09:21:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,76564
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-09-15,BRAZIL,YES,2023-05-11,1981.0,BRAZIL,Female,SEATTLE NON-DETAINED DOCKET,5ec67e10c721dea630139d3551973f26d3828c66,2023-09-14 09:28:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,137541
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-09-15,BRAZIL,YES,2023-05-11,2004.0,BRAZIL,Female,SEATTLE NON-DETAINED DOCKET,7d0b707dc085231802eb02ac1b6ce74c560d9ba0,2023-09-14 09:31:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,181541
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-09-15,BRAZIL,YES,2023-05-11,1982.0,BRAZIL,Male,SEATTLE NON-DETAINED DOCKET,28d94b92fa0f0d00922f479fad0af0b8fcc2c8e2,2023-09-14 09:41:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,59322
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-09-15,BRAZIL,YES,2023-05-11,2017.0,BRAZIL,Female,SEATTLE NON-DETAINED DOCKET,a9188bc87628cc35b0cb81be8dce2df79862d633,2023-09-14 09:50:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,245561
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,6a1d2f75172192d3b84c89c660b7504de9565c9f,2023-09-14 10:02:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,153823
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,VENEZUELA,Female,SEATTLE NON-DETAINED DOCKET,91d95b238af816d81dca1da002a6f4e8aa0e48a5,2023-09-14 10:23:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,211670
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,31554442ec77d33ee117b74cc1d6d9fa2cf2e793,2023-09-14 10:36:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71613
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1992.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,3e1b5818821f500774f6919d18f6889e55ee58b3,2023-09-14 11:44:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,90104
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1982.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,52f9dffd4d588f9a64621524fbc1839288515bb1,2023-09-14 12:38:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,120563
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1974.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,5491260596b8fccc8133ee7f532c55b5c54559e3,2023-09-14 13:12:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,122860
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,A-Proceedings Terminated,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1994.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,73daee112667358398fb889843f23f02cd45b29a,2023-09-14 14:02:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,168045
2023-09-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1983.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,a515f0e9c4dee8c0b1f80c30910886fe10058f73,2023-09-14 14:34:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,239725
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,5e6c10a171793b3283e69a61e90ef1bdc41ea6aa,2023-09-15 08:36:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,137057
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1992.0,MEXICO,Female,YAKIMA NON DETAINED DOCKET,639a9264f844db3cbe253bc2769e2651c5e3baca,2023-09-15 10:31:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,144391
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2012.0,MEXICO,Male,YAKIMA NON DETAINED DOCKET,9ea87530b80ad8172a6ade128050a8d481b71492,2023-09-15 10:59:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,230272
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2016.0,MEXICO,Male,YAKIMA NON DETAINED DOCKET,373ba82a5f0f614839f306417d5f0dcdeadca4ad,2023-09-15 11:21:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,80213
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,fa2872df8f36de4f2ed590d2faf89fb412e5276c,2023-09-15 11:57:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,363048
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1997.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,cfe394e98a7e32b687ec2acb156c11a73ce3cf53,2023-09-15 12:09:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,301882
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,PERU,Male,SEATTLE NON-DETAINED DOCKET,a188fc7136a6e45450eac7a06f820bb4e72d286b,2023-09-15 12:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,234522
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1989.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,9cfd4a3e3a9a3ce9f309ebd21a8702f7209f03a0,2023-09-15 12:47:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,227870
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,cb8e4aa945c5f02a0a489d5b6155174aefc4128d,2023-09-15 13:17:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,295708
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-02-16,EL SALVADOR,NO,,1994.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,31006206d9e50fd42db156c41e177ebeaeaf11da,2023-09-15 13:39:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71088
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,B-Relief Granted,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1992.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,c056ab42577913bc2efca617dcc3c5d5cab0b3bc,2023-09-15 14:37:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,279535
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,B-Relief Granted,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996.0,COLOMBIA,Female,SEATTLE NON-DETAINED DOCKET,22a87522160f295ea41aa9aa303c3ccd30325186,2023-09-15 14:49:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,50344
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,B-Relief Granted,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2012.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,774cdd18b0ccaae686f8352c6659f721199451f9,2023-09-15 15:02:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,173189
2023-09-15,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2023-11-08,UNITED KINGDOM,YES,2023-10-23,1992.0,UNITED KINGDOM,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,15fa1c0bf28e23c6c9b484e4aab805b4c4238944,2023-09-15 18:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,31955
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-05-29,1985.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,70852fbc3dac6d61c0b9ff4128b89ad1fda54fcd,2023-09-16 08:33:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,163200
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-12-05,1978.0,PERU,Male,SEATTLE NON-DETAINED DOCKET,404d3f18738f093341e0ba3b729676e55acfd990,2023-09-16 08:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,93334
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-05-29,2006.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,063476d647b5941e2b7e97b5c06093eb26af91d3,2023-09-16 08:55:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,9037
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-05-29,2011.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,1fdfdec9daadca17526798d95075b91f56d5a853,2023-09-16 09:14:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,46364
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-05-29,2020.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,1c81ef2c92658b8ea2508be86c7fbd86bf89338d,2023-09-16 09:25:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,41528
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2002.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,a0fd026860a8830364d5b05851ac24a260f3e742,2023-09-16 10:11:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,233746
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1986.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,41d1f37736a0e89f7db77907b11c4864946a9104,2023-09-16 10:49:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,95491
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-08-29,1993.0,COLOMBIA,Female,SEATTLE NON-DETAINED DOCKET,2d1b6b498378dd2a36f69a1443b1af66b09a1e63,2023-09-16 12:38:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,65448
2023-09-16,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-08-29,1990.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,3f8c7cd517c1baa32182b7a4a6d6194261b6dd3f,2023-09-16 12:51:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,92203
